,Game Name,Developer,Genre,Rating,Ratings Count,Reviews,Installs,Real Installs,Price,Free,Content Rating,Released,Updated,Version,Developer Website
221,Highway Racer Pro - Car Game,Spektra Games,Racing,4.585774,70394.0,1160.0,"5,000,000+",6719991,0.0,True,Everyone,"Jul 29, 2025",1783076839.0,1.0.5,https://www.spektra.games
222,Solitairica,Righteous Hammer Games,Card,3.587156,6092.0,939.0,"100,000+",491419,0.0,True,Everyone,"Dec 7, 2016",1782489544.0,1.5.03572,http://www.righteoushammer.com
223,FIFA Heroes: Football Action,Solace Games & ENVER,Sports,4.4246573,9637.0,409.0,"1,000,000+",1177771,0.0,True,Everyone,"Jun 23, 2026",1783014958.0,1.1.2,http://playfifaheroes.com
224,TFT: Teamfight Tactics,"Riot Games, Inc",Strategy,4.514063,756519.0,12758.0,"10,000,000+",26325132,0.0,True,Teen,"Mar 16, 2020",1781829414.0,16.13.7893741,https://teamfighttactics.leagueoflegends.com
225,Rhythm Rush - Piano Music Game,Boom Studio Limited,Music,4.4474473,26942.0,858.0,"10,000,000+",28791146,0.0,True,Everyone,"May 31, 2023",1760669329.0,1.9.23,https://www.theboomstudios.com
226,ICC SuperTeam Cricket,FanCraze Technologies Inc.,Sports,,,,"1,000,000+",1001377,0.0,True,Everyone,"Dec 21, 2025",1777364788.0,1.0.9,http://www.icc-superteam.com
227,Shadow Fight 2,NEKKI,Action,4.6325626,16699632.0,280938.0,"100,000,000+",447230832,0.0,True,Everyone 10+,"Jul 22, 2014",1783336914.0,2.45.0,http://support.shadowfight2.com
228,Bike 3D Configurator,DlightStudio,Sports,3.92,40364.0,318.0,"5,000,000+",5939953,0.0,True,Everyone,"Feb 25, 2014",1764612430.0,2.0.0,http://www.bikeconfig.com/
229,RAID: Shadow Legends,Plarium Global Ltd,Role Playing,4.644465,2246643.0,149024.0,"50,000,000+",75393444,0.0,True,Teen,"Feb 26, 2019",1782216864.0,11.65.0,http://www.plarium.com
230,Cricket World Champions,Zapak,Sports,2.8,4442.0,3.0,"1,000,000+",2122931,0.0,True,Everyone,"Jan 11, 2022",1779710898.0,1.0.178,https://www.zapak.com
231,Gold Fish Casino Slot Games,SciPlay,Casino,4.8441434,737857.0,135706.0,"10,000,000+",13952173,0.0,True,Teen,"May 20, 2014",1781310838.0,60.1.1,https://www.goldfishslots.com/
232,Royal Match,"Dream Games, Ltd.",Puzzle,4.636826,10463111.0,98929.0,"100,000,000+",356299671,0.0,True,Everyone,"Feb 25, 2021",1783096152.0,37281,https://dreamgames.com
233,Stunt Bike Extreme,Hyperkani,Racing,4.6666665,139414.0,1254.0,"50,000,000+",84193626,0.0,True,Everyone,"Dec 27, 2023",1782903005.0,0.574,https://www.hyperkani.com
234,eFootball™,KONAMI,Sports,4.1620955,18099012.0,180248.0,"100,000,000+",368484035,0.0,True,Everyone,"May 23, 2017",1780379772.0,10.5.1,https://img.konami.com/games/
235,PBS KIDS Games,PBS KIDS,Educational,4.31013,55220.0,12353.0,"10,000,000+",14865422,0.0,True,Everyone,"Apr 27, 2016",1782391261.0,6.8.0,http://pbskids.org/apps
236,Angry Birds 2,Rovio Entertainment Oy,Casual,4.1003456,6303138.0,274026.0,"100,000,000+",342826363,0.0,True,Everyone,"Jul 23, 2015",1782976408.0,26.4.1,https://www.rovio.com
237,F1® Clash - Official 2026 Game,Hutch Games,Racing,4.494762,1253600.0,13280.0,"10,000,000+",30837403,0.0,True,Everyone,"May 8, 2019",1779985493.0,58.00.34992,https://www.hutch.io
238,Slotomania™ Slots Casino Games,Playtika,Casino,4.4134645,2172865.0,388342.0,"100,000,000+",102847085,0.0,True,Teen,"Jan 26, 2012",1782994072.0,77.161.13,https://www.slotomania.com/
239,Piano Music Go-EDM Piano Games,Joy Journey Music Games,Music,4.5418005,522378.0,5314.0,"100,000,000+",152429357,0.0,True,Everyone,"Mar 17, 2017",1782888974.0,2.144,http://edaysoft.cn
240,BASEBALL 9,playus soft,Sports,4.5693626,470533.0,39113.0,"10,000,000+",49762426,0.0,True,Everyone,"May 15, 2018",1781158613.0,3.9.2,http://www.playussoft.com
241,Kingdom Clash - War army games,CASUAL AZUR GAMES,Strategy,4.492577,397946.0,2495.0,"10,000,000+",11696609,0.0,True,Everyone 10+,"Nov 19, 2021",1781096999.0,3.1.6,https://aigames.ae/
242,Top War: Battle Game,RiverGame,Strategy,4.5852895,769765.0,26317.0,"50,000,000+",76155827,0.0,True,Everyone 10+,"Jan 16, 2020",1783352330.0,1.666.4,https://www.rivergame.net/en/default.html
243,Word Collect - Word Games Fun,Super Free,Word,4.683802,595776.0,126674.0,"10,000,000+",41983609,0.0,True,Everyone,"Nov 16, 2017",1783105332.0,2.057,https://superfree.com/
244,Jetpack Joyride,Halfbrick Studios,Arcade,4.4516826,4781243.0,194261.0,"100,000,000+",291967016,0.0,True,Everyone 10+,"Sep 27, 2012",1772404237.0,1.104.1,http://www.halfbrick.com/our-games/jetpack-joyride/
245,TRT Bil Bakalım,Türkiye Radyo ve Televizyon Kurumu,Trivia,4.68,102384.0,16.0,"1,000,000+",4262015,0.0,True,Everyone,"Nov 9, 2020",1775125248.0,2.999,https://trt.net.tr
246,Art Puzzle - Puzzle Games,Easybrain,Puzzle,4.7774057,1830277.0,42398.0,"100,000,000+",138141202,0.0,True,Everyone,"Sep 7, 2020",1782322007.0,4.13.0,http://easybrain.com
247,Rotaeno,X.D. Network,Music,4.2941175,6513.0,220.0,"100,000+",401420,2.99,False,Everyone,"May 29, 2022",1782290366.0,2.24.0,
248,Cover Fire: Offline Shooting,Viva Games Studios,Action,4.6177936,2569358.0,50449.0,"100,000,000+",176580017,0.0,True,Teen,"Mar 30, 2017",1783337580.0,1.33.11,https://vivastudios.com/
249,Jigsaw Puzzles - Puzzle Games,Easybrain,Puzzle,4.778879,2318321.0,106605.0,"100,000,000+",148019844,0.0,True,Everyone,"Apr 10, 2019",1779288709.0,4.8.0,http://www.easybrain.com
250,Football Superstar 2: USA Ed.,Lazy Boy Developments Ltd,Sports,4.4244604,4859.0,354.0,"50,000+",89649,0.0,True,Teen,"Feb 24, 2025",1764585435.0,1.0.28,https://lazyboydevelopments.com
251,Crossword Master - Word Puzzle,Easybrain,Word,4.7896466,660139.0,6719.0,"10,000,000+",23091135,0.0,True,Everyone,"Apr 26, 2024",1782225744.0,1.24.0,https://easybrain.com
252,Real Cricket™ 20,Nautilus Mobile,Sports,3.9789271,1664882.0,2221.0,"50,000,000+",85020840,0.0,True,Everyone,"Apr 5, 2018",1777375023.0,6.2,http://www.nautilusmobile.com
253,Ludo King®,Gametion,Board,4.150581,10279865.0,13077.0,"1,000,000,000+",1478134707,0.0,True,Everyone,"Dec 17, 2016",1782494018.0,Varies with device,https://gametion.com/
254,John Mambo: Retro Arcade,Iction Games,Action,4.0588236,253.0,12.0,"10,000+",25108,0.0,True,Teen,"Dec 17, 2023",1760628863.0,010630,https://www.ictiongames.com/
255,Kingdom Rush Tower Defense TD,Ironhide Games,Strategy,4.707716,847823.0,26384.0,"10,000,000+",30188258,0.0,True,Everyone 10+,"May 15, 2013",1760562086.0,6.4.18,http://www.ironhidegames.com
256,Pikmin Bloom,"Niantic, Inc.",Adventure,4.743301,234660.0,14000.0,"5,000,000+",8725109,0.0,True,Everyone,"Oct 27, 2021",1782726362.0,148.0,https://pikminbloom.com/
257,Zombie Frontier 3: Sniper FPS,FT Games,Action,4.1183767,481799.0,15305.0,"50,000,000+",86946122,0.0,True,Mature 17+,"Nov 23, 2015",1781072749.0,2.67,http://www.feelingtouch.com/
258,Art of War 3:RTS strategy game,Gear Games Global,Strategy,4.6597133,468228.0,6434.0,"10,000,000+",45569284,0.0,True,Teen,"May 22, 2018",1783337983.0,6.6.26,https://geargames.org/
259,Dice Dreams™️,SuperPlay.,Casual,4.701536,1940269.0,288559.0,"50,000,000+",66330957,0.0,True,Everyone,"Aug 27, 2019",1782837815.0,1.109.1.37003,http://www.superplay.co/
260,Game of War - Fire Age,Epic War,Strategy,2.7312925,1440359.0,110168.0,"50,000,000+",91052570,0.0,True,Everyone 10+,"May 7, 2014",1776444014.0,12.2.2.671,http://www.machinezone.com
261,2 Player games : the Challenge,JindoBlu,Arcade,4.6967764,712264.0,10962.0,"100,000,000+",305320295,0.0,True,Everyone,"May 29, 2019",1782651604.0,7.18.4,https://www.jindoblu.com
262,Solitaire Tripeaks: Card Games,"Card Games, Inc",Card,4.8229938,124613.0,18225.0,"1,000,000+",3237637,0.0,True,Everyone,"Dec 31, 2017",1780050494.0,3.2.4,https://www.nightingale-mobile.com
263,Scrabble® GO – Fun with Words!,Scopely,Word,4.5341015,583514.0,67150.0,"10,000,000+",43882348,0.0,True,Everyone,"Mar 3, 2020",1782987209.0,1.107.3,https://www.scopely.com
264,Eternium,Making Fun,Role Playing,4.7794886,2688802.0,137916.0,"10,000,000+",26167021,0.0,True,Teen,"Jun 25, 2014",1780170864.0,1.46.60,http://www.eterniumgame.com
265,Mini Football - Soccer Games,Miniclip.com,Sports,4.6451316,796881.0,11110.0,"50,000,000+",80127175,0.0,True,Everyone,"Sep 22, 2020",1782115308.0,4.10.0,https://www.miniclip.com/
266,Crisis Action: 7th Anniversary,"HK Hero Entertainment Co., Limited",Action,3.4375,843340.0,653.0,"10,000,000+",21401304,0.0,True,Teen,"May 31, 2018",1781752816.0,4.9.12,https://herogame.com/
267,Rider Worlds - Neon Bike Races,Ketchapp,Arcade,4.5812674,84712.0,1437.0,"10,000,000+",16876453,0.0,True,Everyone,"Jan 19, 2023",1782380650.0,1.20.1.01,http://www.ketchappgames.com
268,Delta Force,Level Infinite,Action,4.4464154,292497.0,21215.0,"10,000,000+",18654896,0.0,True,Teen,"Apr 12, 2025",,Varies with device,https://www.playdeltaforce.com/
269,My Arcade Center v2,GamesMrkt,Arcade,4.303226,4185.0,213.0,"100,000+",441614,0.0,True,Everyone,"Jun 18, 2024",1770305730.0,0.23.3,https://www.gamesmrkt.com/
270,World of Tanks Blitz™,Wargaming Group,Action,4.0734057,4520798.0,57426.0,"100,000,000+",170183364,0.0,True,Teen,"Dec 3, 2014",1774953189.0,11.18.0.591,http://wotblitz.com
271,SkeeBoost: Ball Arcade Game,Liberty Pixel,Casual,4.576344,9467.0,2843.0,"500,000+",578613,0.0,True,Everyone,"Jul 30, 2023",1781520528.0,1.9.6,https://libertypixel.games
272,World Cricket Championship 2,Nextwave Multimedia,Sports,3.6633039,3358463.0,3648.0,"100,000,000+",114954138,0.0,True,Everyone,"Jul 28, 2015",1777548165.0,5.4.7,http://www.nextwavemultimedia.com
273,Sorry! World Online Board game,Gameberry Labs,Board,4.5343137,26184.0,2167.0,"1,000,000+",1393409,0.0,True,Everyone,"Sep 5, 2025",1782992862.0,0.57.0,https://gameberrylabs.com/
274,Darkest AFK: Role playing game,Three wishes slot machines game studio,Role Playing,4.3854876,50045.0,1786.0,"1,000,000+",3347166,0.0,True,Teen,"May 23, 2022",1783317816.0,2.2.53,https://darkestafk.com/
275,Traffic Rider,skgames,Racing,4.4902844,8860509.0,80699.0,"500,000,000+",802369807,0.0,True,Everyone,"Jan 11, 2016",1765205909.0,Varies with device,https://www.skgames.net/
276,Arknights: Endfield,GRYPHLINE,Role Playing,4.6719856,74670.0,2360.0,"5,000,000+",5054714,0.0,True,Teen,"Jan 10, 2026",,Varies with device,https://endfield.gryphline.com/
277,Police Chief,VoyagerOne IE,Strategy,4.7487245,40755.0,413.0,"500,000+",957284,0.0,True,Teen,"May 6, 2026",1783321558.0,0.0.852,
278,Trial Xtreme Freedom,Gameplay Galaxy,Racing,,,,,2346456,,False,Everyone,,1781855534.0,Varies with device,https://www.gameplaygalaxy.com/
279,Tile Explorer - Triple Match,Oakever Games,Puzzle,4.882755,2096580.0,11537.0,"100,000,000+",233041984,0.0,True,Everyone,"May 17, 2024",1783003536.0,1.89.1,https://oakevergames.com/
280,World Conqueror 4-WW2 Strategy,EasyTech Games,Strategy,4.7281146,135465.0,4192.0,"5,000,000+",7242342,0.0,True,Everyone 10+,"Oct 13, 2017",1782460250.0,1.27.2,http://www.ieasytech.com/
281,Mentium: AI Trivia & Quiz Game,King Island Studio,Trivia,,,,"1,000+",2499,0.0,True,Everyone,"Apr 29, 2026",1779472569.0,2.0.2,https://kingislandstudio.com/
282,Racing Master,Exptional Global,Racing,4.59919,10904.0,1037.0,"500,000+",551568,0.0,True,Everyone 10+,"Apr 9, 2026",1782464751.0,0.29.5,
283,Official Millionaire Game,Uken Games,Trivia,4.5474987,248844.0,28713.0,"10,000,000+",22654214,0.0,True,Everyone,"Sep 24, 2018",1780341833.0,66.0.0,https://uken.com/
284,New Star™ Cricket,New Star Publishing Ltd.,Sports,3.69,4844.0,70.0,"500,000+",669239,0.0,True,Teen,"Nov 23, 2016",1715078260.0,1.25,http://www.newstargames.com
285,Football Head Coach 26 NFL PA,Gamebasics BV,Sports,4.727236,33203.0,4783.0,"1,000,000+",1681473,0.0,True,Everyone,"Jul 22, 2022",1782288313.0,26.4.4,https://gamebasics.nl
286,Wordle!,Lion Studios Plus,Word,4.316342,188970.0,15488.0,"10,000,000+",17583277,0.0,True,Everyone,"Feb 15, 2022",1783353557.0,3.1.1,http://lionstudios.cc
287,Blockbuster: Arcade,Gimica GmbH,Puzzle,4.4802203,34819.0,1262.0,"1,000,000+",2461802,0.0,True,Everyone,"Nov 6, 2024",1779353448.0,1.7.0,https://www.gimica.com/
288,CarX Drift Racing 2,CarX Technologies,Racing,4.3549175,711879.0,15080.0,"50,000,000+",55989924,0.0,True,Everyone,"Dec 21, 2018",1774884828.0,1.42.0,https://x-gaming-lab.com/
289,World War Heroes — WW2 PvP FPS,Azur Interactive Games Limited,Action,4.4618883,3373573.0,71641.0,"100,000,000+",156353973,0.0,True,Teen,"Nov 22, 2017",1782146923.0,1.56.0,https://azurgames.com/
290,Hot Wheels Unlimited,Budge Studios,Racing,4.495631,162178.0,2843.0,"50,000,000+",63417503,0.0,True,Everyone,"Sep 29, 2020",1779314153.0,2026.3.0,http://www.budgestudios.com
291,Doomsday × FAIRY TAIL,IGG.COM,Strategy,4.499229,2667837.0,64045.0,"50,000,000+",98472858,0.0,True,Teen,"Sep 15, 2021",1782800236.0,1.58.0,https://www.igg.com
292,Soccer League,Gamegou Limited,Sports,,,,"100,000+",341492,0.0,True,Everyone,,1778037337.0,0.5.18,http://www.gamegou.com
293,Ace Racer,Exptional Global,Racing,4.4271603,122612.0,1170.0,"5,000,000+",7236214,0.0,True,Teen,"Mar 9, 2023",1725041736.0,'3.0.73',http://www.aceracer-game.com/
294,Fire Emblem Heroes,"Nintendo Co., Ltd.",Simulation,4.462047,637772.0,71609.0,"10,000,000+",10917580,0.0,True,Teen,"Feb 2, 2017",1782718240.0,10.7.0,https://fire-emblem-heroes.com/
295,Evolution Board Game,North Star Digital Games,Board,4.393574,7030.0,1042.0,"500,000+",506028,0.0,True,Everyone,"Feb 11, 2019",1775794298.0,3.0.59,http://www.evolutiondigitalgame.com
296,Jackpot World™ - Slots Casino,SpinX Games Limited,Casino,4.720431,842958.0,72769.0,"10,000,000+",37192412,0.0,True,Teen,"May 11, 2018",1782897215.0,Varies with device,https://www.jackpot-world.com/
297,Tower War - Tactical Conquest,SayGames Ltd,Arcade,4.202964,681628.0,17234.0,"100,000,000+",116824142,0.0,True,Everyone 10+,"Jun 24, 2021",1781529421.0,1.27.6,https://say.games/
298,WSOP Poker: Texas Holdem Game,Playtika,Card,4.195385,1684242.0,232811.0,"50,000,000+",82867629,0.0,True,Teen,"Nov 5, 2013",1783347660.0,13.11.1,https://playwsop.com/
299,Mafia GO - Dice Master,WhaleApp LTD,Board,4.728972,918.0,54.0,"100,000+",108017,0.0,True,Teen,"Jun 2, 2026",1779893186.0,2.2.1,https://www.whaleapp.com/
300,Tile Club - Match Puzzle Games,GamoVation,Puzzle,4.8310204,810106.0,5605.0,"100,000,000+",203603977,0.0,True,Everyone,"May 15, 2023",1780654024.0,3.5.2,https://www.gamovation.com
301,Gangstar Vegas: World of Crime,Gameloft SE,Action,4.3595643,6853153.0,171028.0,"100,000,000+",187802870,0.0,True,Mature 17+,"Jun 19, 2013",1782813436.0,9.8.0f,http://www.gameloft.com/
302,Friday Night Funkin',The Funkin' Crew Inc.,Music,4.817181,427085.0,13468.0,"10,000,000+",23013978,0.0,True,Teen,"Jul 10, 2025",1775467720.0,0.8.5,https://funkin.me/
303,My Talking Tom Friends,Outfit7 Limited,Casual,4.3008943,4081592.0,25116.0,"500,000,000+",819463562,0.0,True,Everyone,"Jun 11, 2020",1783413931.0,26.3.1.22272,https://talkingtomandfriends.com/support/
304,Mistfall Match: Design & Blast,"Flyyes, Inc.",Casual,4.8125,4891.0,157.0,"500,000+",884724,0.0,True,Everyone 10+,"Apr 15, 2026",1783075003.0,1.4.8,http://www.flyyestechnology.com
305,DRAGON BALL LEGENDS,Bandai Namco Entertainment Inc.,Action,4.351283,2143235.0,237930.0,"50,000,000+",91438157,0.0,True,Teen,"May 17, 2018",1782368322.0,6.25.0,https://www.bandainamcoent.co.jp/english/
306,Vita Mahjong,Vita Studio.,Board,4.7886696,5682312.0,64021.0,"100,000,000+",348777237,0.0,True,Everyone,"Jan 9, 2024",1783002109.0,3.27.0,https://www.vitastudio.ai
307,Wingspan: The Board Game,Monster Couch sp. z o.o.,Board,4.7342343,9416.0,869.0,"100,000+",125217,9.99,False,Everyone,"Nov 3, 2021",1782308550.0,1.8.962,https://monstercouch.com/
308,Flex City RP: Car Game Online,Jarvi Games Ltd,Action,4.480547,323819.0,2824.0,"50,000,000+",58043954,0.0,True,Mature 17+,"Oct 26, 2023",1782804579.0,1.9.2,https://jarvigames.com/
309,Chess Clash: Online & Offline,Miniclip.com,Board,4.444126,137390.0,1036.0,"10,000,000+",18032375,0.0,True,Everyone,"Oct 1, 2021",1776938127.0,8.13.3,https://www.miniclip.com/
310,Keiki Learning games for Kids,Benipol Limited,Educational,4.6791553,91876.0,1943.0,"5,000,000+",5825409,0.0,True,Everyone,"Aug 11, 2020",1781797956.0,10.11.2,https://keiki.app/
311,Arena Breakout: Realistic FPS,Level Infinite,Action,4.36217,955174.0,16760.0,"50,000,000+",58003092,0.0,True,Teen,"Jul 10, 2023",1773025592.0,1.0.236.236,https://arenabreakout.com
312,Piano Fire: Edm Music & Piano,Adaric Music,Music,4.5635595,726312.0,5813.0,"100,000,000+",295546763,0.0,True,Teen,"Sep 18, 2020",1782375298.0,1.0.244,http://musicgamestudio.top
313,Home Street - Dream House Sim,Supersolid,Simulation,4.391475,463178.0,20155.0,"10,000,000+",21383634,0.0,True,Everyone 10+,"Oct 10, 2017",1782846262.0,0.60.3,http://www.supersolid.com
314,Solitaire - Classic Card Games,Guru Puzzle Game,Card,4.8322916,661239.0,12061.0,"50,000,000+",74527072,0.0,True,Everyone,"Apr 25, 2021",1781696274.0,7.0.0-26061669,https://solitaire.gurugame.ai/
315,Shadowgun Legends: Online FPS,Deca_Games,Action,4.363978,369082.0,19804.0,"10,000,000+",19587891,0.0,True,Teen,"Mar 21, 2018",1782455774.0,1.8.4,https://decagames.com
316,Card Guardians Roguelike Games,Tapps Games - PT,Strategy,4.277149,55985.0,2467.0,"1,000,000+",2696306,0.0,True,Everyone 10+,"Sep 27, 2021",1783026450.0,4.5.0,https://playcardguardians.com/
317,Boxing Star:Sports Action Game,"ThumbAge Co., Ltd.",Sports,4.552876,862919.0,52516.0,"10,000,000+",37800533,0.0,True,Teen,"Jul 11, 2018",1782702156.0,8.0.0,https://www.thumbage.co.kr/
318,Board Kings: Board Dice Games,Playtika,Board,4.6570954,818340.0,99673.0,"50,000,000+",56052393,0.0,True,Everyone,"Mar 8, 2017",1781864921.0,6.2.1,https://www.playtika.com
319,MetaShot Smart Cricket,Metashot INC,Sports,3.4,3785.0,9.0,"100,000+",209655,0.0,True,Everyone,"May 31, 2023",1783318334.0,2.24,https://metashot.in
320,Last Stronghold: Idle Survival,SayGames Ltd,Role Playing,4.366792,155533.0,2885.0,"10,000,000+",14471597,0.0,True,Everyone 10+,"Apr 5, 2024",1781362513.0,1.9.1,https://say.games/
321,The Room Three,Fireproof Games,Puzzle,4.878545,113615.0,12145.0,"1,000,000+",1076952,3.99,False,Everyone,"Jan 11, 2016",1760449560.0,1.09,http://www.fireproofgames.com/android_help
322,Racing Motor Legend,"Moye Games, Ltd.",Racing,4.2,134.0,1.0,"100,000+",158358,0.0,True,Everyone,"Feb 8, 2023",1692699588.0,1.1.0,
323,Clash of Clans,Supercell,Strategy,4.4997315,61443288.0,1972533.0,"500,000,000+",873063461,0.0,True,Everyone 10+,"Sep 30, 2013",1782803809.0,18.400.9,https://help.supercellsupport.com/clash-of-clans/en/
324,Kingdomino - The Board Game,Meeple Corp,Board,4.7272725,252.0,15.0,"1,000+",4311,2.0,False,Everyone,"Jun 25, 2025",1779795457.0,1.3.6784,https://www.meeplecorp.com
325,DoubleDown Casino Vegas Slots,DoubleDown Interactive LLC,Casino,4.147466,468524.0,107990.0,"10,000,000+",34506520,0.0,True,Teen,"Apr 27, 2012",1783304193.0,4.9.146,https://www.doubledowninteractive.com
326,Infinity Slots - Casino Games,Murka Games Limited,Casino,4.540717,375051.0,65177.0,"5,000,000+",5653046,0.0,True,Teen,"Oct 8, 2015",1781181860.0,6.56.0,https://murka.com
327,Huuuge Casino 777 Slots Games,Huuuge Games - Play Together,Casino,4.4740515,843785.0,98206.0,"50,000,000+",52516664,0.0,True,Teen,"Jun 19, 2015",1782389096.0,12.06.26935,http://www.huuugegames.com/
328,Pango Music Band Maker,Studio Pango - Kids Fun preschool learning games,Music,4.0694447,213.0,15.0,"10,000+",38649,5.99,False,Everyone,"Jul 17, 2019",1764232787.0,1.5.0,http://www.studio-pango.com/
329,Jackpot Master™ Slots - Casino,Zeroo Gravity Games,Casino,4.847554,466487.0,41095.0,"10,000,000+",11209378,0.0,True,Teen,"Jul 22, 2021",1780655023.0,2.0.84,http://zeroogravitygames.com/
330,Last Asylum: Plague,37GAMES GLOBAL,Strategy,4.709293,242592.0,3373.0,"10,000,000+",12376299,0.0,True,Teen,"Feb 28, 2026",1782960854.0,1.0.86,
331,Soccer Club Management 2026,Go Play Games Ltd,Sports,3.8275862,5013.0,28.0,"500,000+",691196,0.0,True,Everyone,"Jan 29, 2026",1776936803.0,1.1.6,https://www.footballclubmanagement.co.uk/
332,Microsoft Solitaire Collection,Microsoft Corporation,Card,3.9405594,282728.0,28945.0,"10,000,000+",15113590,0.0,True,Everyone,"Nov 22, 2016",1781024545.0,4.25.5142.1,https://microsoftcasualgames.com/
333,Bike Mayhem Mountain Racing,Best Free Games Inc.,Racing,3.94,25386.0,499.0,"500,000+",689231,0.99,False,Everyone,"Feb 23, 2014",1742083243.0,1.81,http://goldmarkstudios.com/
334,Arcadium - Space Shooter,Luciano Bercini,Arcade,4.769585,32666.0,1804.0,"1,000,000+",3143512,0.0,True,Everyone,"Jun 12, 2019",1771767905.0,26.02.0,https://luciano-bercini.github.io
335,RETROXEL: Retro Arcade Games,sungjun221,Arcade,4.3627453,4748.0,103.0,"500,000+",506471,0.0,True,Everyone,"Apr 14, 2025",1782409874.0,0.5.5,https://retroxel.com
336,Word Search,Italic Games,Word,4.758191,451614.0,37189.0,"10,000,000+",43673826,0.0,True,Everyone,"Aug 19, 2019",1773143853.0,2.2.5,http://www2.italy-games.com
337,Left to Survive: Survival Game,MY.GAMES HOLDINGS LTD,Action,4.5009995,651646.0,17306.0,"50,000,000+",59854676,0.0,True,Mature 17+,"Jul 24, 2018",1780652791.0,8.4.1,https://lts.my.games/
338,World Cricket Championship  1,Nextwave Multimedia,Sports,3.6153846,920892.0,8381.0,"50,000,000+",90333512,0.0,True,Everyone,"Jun 6, 2011",1779771763.0,5.9,http://nextwavemultimedia.com/
339,War Robots Multiplayer Battles,MYGAMES MENA FZ LLC,Action,4.268144,5175928.0,269989.0,"100,000,000+",188096283,0.0,True,Everyone 10+,"Aug 26, 2015",1782369823.0,12.2.1,http://warrobots.com
340,Pokémon TCG Pocket - Card Game,The Pokémon Company,Card,4.573107,1757467.0,38720.0,"50,000,000+",65343821,0.0,True,Everyone,"Oct 22, 2024",1774842731.0,1.6.0,
341,LUDUS・Strategy PvP Battle Game,TOP APP GAMES LTD,Strategy,4.407117,232955.0,3230.0,"5,000,000+",7163640,0.0,True,Everyone 10+,"Oct 17, 2023",1782897886.0,1.34.0,https://mergegame.app/
342,Cricket Captain 2025,Childish Things,Sports,3.5,542.0,8.0,"100,000+",156371,0.0,True,Everyone,"Jul 2, 2025",1773007921.0,1.43,https://www.childishthings.com/
343,NBA 2K Mobile Basketball Game,"2K, Inc. - a Take-Two Interactive affiliate",Sports,4.730849,564984.0,33003.0,"10,000,000+",26311616,0.0,True,Everyone,"Apr 17, 2019",1782510063.0,10.14.12266269,https://nba2kmobile.com
344,MONOPOLY,Marmalade Game Studio,Board,4.117131,140286.0,20102.0,"1,000,000+",2910500,4.99,False,Everyone,"Dec 4, 2019",1781881674.0,1.15.22,https://marmaladegamestudio.com/
345,T20 Cricket Champions 3D,Zapak,Sports,3.7,169077.0,90.0,"10,000,000+",49033513,0.0,True,Everyone,"Mar 18, 2016",1783080320.0,1.8.696,https://www.zapak.com
346,Vampire's Fall: Origins RPG,Early Morning Studio,Role Playing,4.6533813,661629.0,30456.0,"10,000,000+",15123467,0.0,True,Teen,"Sep 6, 2018",1769695933.0,1.18.122,http://earlymorningstudio.com/
347,Hitwicket™ Cricket Game 2026,Hitwicket Cricket Games,Sports,4.3846154,275735.0,491.0,"10,000,000+",19044336,0.0,True,Everyone,"Mar 22, 2019",1783091774.0,12.24.0,https://hitwicket.com/
348,KALPA - Original Rhythm Game,QueseraGames,Music,4.19,10504.0,271.0,"1,000,000+",1105359,0.0,True,Teen,"Jan 31, 2021",1783348731.0,3.2.44,https://www.queseragames.com/
349,Offline Games,Mindful Daily Puzzles,Casual,4.27,15713.0,46.0,"5,000,000+",9464022,0.0,True,Everyone,"Sep 30, 2024",1772099490.0,1.0.27,https://www.pandasofcaribbean.com/
350,Sachin Saga Pro Cricket,JetSynthesys Inc,Sports,3.95,57248.0,42.0,"10,000,000+",13152241,0.0,True,Everyone,"Jul 12, 2023",1781868075.0,1.0.97,https://www.sachinsaga.com/
351,RF ONLINE NEXT,Netmarble,Role Playing,3.5135136,41875.0,424.0,"1,000,000+",2223739,0.0,True,Mature 17+,"Jun 11, 2026",1782480558.0,1.28.5,https://rfonlinenext.netmarble.com/
352,Learning Games for Toddlers,Bebi Family: Educational Games for Kids,Educational,4.6237626,6537.0,193.0,"1,000,000+",2796309,0.0,True,Everyone,"Jun 8, 2021",1759931886.0,9.08.16,https://bebi.family/en/game/bebi-toddlers
353,Design Home™: House Makeover,Crowdstar Inc,Simulation,4.335412,1220790.0,203467.0,"50,000,000+",83050718,0.0,True,Everyone,"Nov 16, 2016",1780932199.0,1.133.061,https://www.ea.com/games/design-home
354,Plato: Fun Multiplayer Games,Plato Team Inc.,Casual,4.6739316,818841.0,10156.0,"50,000,000+",63576121,0.0,True,Teen,"Dec 7, 2016",1782835323.0,7.0.2,https://www.platoapp.com/faq
355,Incredibox,SO FAR SO GOOD,Music,4.8726573,69760.0,8641.0,"1,000,000+",1410864,2.99,False,Everyone,"Dec 14, 2017",1765388782.0,1.0.0,https://www.incredibox.com/
356,Hot Shot Casino Slot Games,SciPlay,Casino,4.439566,211575.0,37713.0,"5,000,000+",7901691,0.0,True,Teen,"Jun 15, 2016",1778075597.0,3.01.32,https://www.sciplay.com/
357,Tiles Hop Music & Ball Game,AMANOTES PTE. LTD.,Music,4.299823,3353332.0,80328.0,"500,000,000+",668513007,0.0,True,Everyone 10+,"Jan 16, 2018",1783423582.0,8.10.2,http://amanotes.com
